match_number,team,opponent,RESULT,Accurate passes,Ball possession,Big chances,Big chances missed,Big chances scored,Big saves,Blocked shots,Clearances,Corner kicks,Dispossessed,Duels,Errors lead to a goal,Errors lead to a shot,Expected goals,Final third entries,Fouled in final third,Fouls,Free kicks,Goal kicks,Goalkeeper saves,Goals prevented,High claims,Hit woodwork,Interceptions,Offsides,Passes,Penalty saves,Punches,Recoveries,Red cards,Shots inside box,Shots off target,Shots on target,Shots outside box,Tackles,Tackles won,Through balls,Throw-ins,Total saves,Total shots,Total tackles,Touches in penalty area,Yellow cards,Aerial duels_won,Aerial duels_lost,Crosses_won,Crosses_lost,Dribbles_won,Dribbles_lost,Final third phase_won,Final third phase_lost,Ground duels_won,Ground duels_lost,Long balls_won,Long balls_lost,REFEREE_Andy Madley,REFEREE_Anthony Taylor,REFEREE_Chris Kavanagh,REFEREE_Craig Pawson,REFEREE_Darren Bond,REFEREE_Darren England,REFEREE_David Coote,REFEREE_Jarred Gillett,REFEREE_John Brooks,REFEREE_Joshua Smith,REFEREE_Lewis Smith,REFEREE_Michael Oliver,REFEREE_Michael Salisbury,REFEREE_Peter Bankes,REFEREE_Robert Jones,REFEREE_Samuel Allison,REFEREE_Samuel Barrott,REFEREE_Simon Hooper,REFEREE_Stuart Attwell,REFEREE_Thomas Bramall,REFEREE_Tim Robinson,REFEREE_Tony Harrington
1,man-utd,fulham,1–0,408,0.55,4.0,4.0,,1.0,2,20,7,13,0.5,,0.0,2.43,46,3.0,12,10,6,2.0,0.92,2.0,0,19,3.0,482,,0.0,65,,7,7,5,7,21,0.67,1.0,15,2.0,14,21,22,2.0,19,16,3,15,8,11,114,33,39,43,23,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,fulham,man-utd,1–0,306,0.45,0.0,0.0,,0.0,4,19,8,9,0.5,,2.0,0.44,40,4.0,10,11,10,4.0,1.07,0.0,0,9,1.0,384,,1.0,61,,6,4,2,4,24,0.71,0.0,15,4.0,10,24,22,3.0,16,19,6,15,8,12,57,30,43,39,17,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,ipswich,liverpool,0–2,272,0.38,0.0,0.0,0.0,,3,28,2,4,0.53,,0.0,0.45,41,2.0,9,17,6,3.0,0.35,1.0,0,9,5.0,347,,,46,,5,2,2,2,20,0.5,0.0,14,3.0,7,20,17,3.0,11,18,2,6,3,5,54,39,40,28,19,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,liverpool,ipswich,0–2,492,0.62,6.0,4.0,2.0,,7,16,10,9,0.47,,1.0,2.65,47,2.0,18,8,4,2.0,0.24,0.0,0,5,0.0,570,,,45,,12,6,5,6,9,0.44,4.0,24,2.0,18,9,50,1.0,18,11,4,19,11,11,115,37,28,40,30,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,arsenal,wolves,2–0,357,0.53,2.0,1.0,1.0,2.0,6,15,8,9,0.5,,2.0,1.24,40,1.0,17,14,6,3.0,0.19,1.0,0,8,0.0,420,,0.0,38,,12,6,6,6,18,0.72,,18,3.0,18,18,50,2.0,17,13,3,12,9,10,94,24,41,44,17,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,wolves,arsenal,2–0,307,0.47,1.0,1.0,0.0,1.0,1,14,2,10,0.5,,0.0,0.47,56,2.0,14,17,8,4.0,-0.3,1.0,0,7,1.0,375,,2.0,42,,6,5,3,3,19,0.63,,15,4.0,9,19,18,2.0,13,17,4,10,8,8,67,26,44,41,20,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,everton,brighton,0–3,266,0.38,0.0,0.0,0.0,2.0,4,11,1,10,0.53,,1.0,0.45,69,1.0,8,8,4,2.0,-0.63,1.0,0,13,7.0,344,,0.0,52,1.0,6,4,1,3,23,0.48,,27,2.0,9,23,18,1.0,18,13,4,13,5,11,59,44,36,35,45,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,brighton,everton,0–3,492,0.62,2.0,1.0,1.0,0.0,2,19,5,11,0.47,,1.0,1.43,36,3.0,8,8,12,1.0,0.05,0.0,1,8,1.0,575,,2.0,51,0.0,9,3,5,1,21,0.62,,14,1.0,10,21,29,1.0,13,18,4,10,6,12,71,33,35,36,20,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,newcastle,southampton,1–0,117,0.22,1.0,0.0,1.0,1.0,2,34,3,8,0.48,0.0,,0.25,31,2.0,15,16,10,3.0,0.42,0.0,0,4,1.0,181,,0.0,39,1.0,3,0,1,0,16,0.88,,11,3.0,3,16,14,2.0,7,9,1,11,1,5,34,32,33,34,12,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,southampton,newcastle,1–0,579,0.78,3.0,3.0,0.0,0.0,11,14,12,9,0.52,1.0,,1.77,67,4.0,16,15,3,0.0,-0.37,2.0,0,3,2.0,649,,1.0,41,0.0,13,4,4,6,13,0.46,,18,0.0,19,13,48,4.0,9,7,4,26,6,7,185,37,34,33,19,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,forest,bournemouth,1–1,402,0.53,1.0,0.0,1.0,0.0,3,25,2,8,0.55,0.0,,1.3,51,1.0,17,8,13,3.0,0.19,,0,7,1.0,503,,1.0,53,,8,3,8,6,24,0.5,,23,3.0,14,24,29,1.0,25,15,3,10,9,10,137,47,41,40,22,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,bournemouth,forest,1–1,335,0.47,3.0,2.0,1.0,2.0,3,29,6,14,0.45,1.0,,1.22,63,3.0,8,17,6,7.0,0.85,,0,14,4.0,432,,2.0,64,,6,6,4,7,18,0.39,,18,7.0,13,18,23,3.0,15,25,4,21,5,10,89,47,40,41,25,42,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,west-ham,aston-villa,1–2,352,0.52,4.0,3.0,1.0,1.0,4,22,5,18,0.41,,,2.46,39,2.0,18,11,7,1.0,-0.67,1.0,0,6,1.0,417,,1.0,47,,11,7,3,3,14,0.71,0.0,14,1.0,14,14,26,1.0,14,13,5,20,4,6,55,24,29,49,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,aston-villa,west-ham,1–2,329,0.48,4.0,2.0,2.0,1.0,6,20,3,7,0.59,,,2.03,51,3.0,11,18,6,3.0,0.32,1.0,1,7,1.0,394,,0.0,48,,10,6,3,5,24,0.63,1.0,19,3.0,15,24,23,2.0,13,14,3,12,8,7,81,36,49,29,19,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,brentford,crystal-palace,2–1,311,0.46,3.0,2.0,1.0,3.0,1,21,4,14,0.56,,0.0,1.59,45,3.0,6,15,8,6.0,0.02,1.0,0,11,1.0,403,,1.0,56,,8,3,5,1,19,0.53,1.0,14,6.0,9,19,13,1.0,19,14,4,13,5,8,62,43,39,31,35,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8,crystal-palace,brentford,2–1,389,0.54,1.0,1.0,0.0,0.0,4,29,7,5,0.44,,1.0,1.17,59,3.0,15,6,10,3.0,1.11,0.0,0,5,3.0,481,,0.0,54,,6,4,6,8,22,0.59,1.0,18,3.0,14,22,21,5.0,14,19,1,13,3,14,87,44,31,39,16,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9,chelsea,man-city,0–2,436,0.48,1.0,1.0,0.0,3.0,4,13,4,9,0.43,,1.0,1.01,47,0.0,12,9,6,3.0,-1.18,1.0,0,10,2.0,490,,,47,,6,3,3,4,20,0.7,0.0,17,3.0,10,20,26,1.0,3,5,6,12,4,7,120,24,33,43,17,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,man-city,chelsea,0–2,477,0.52,1.0,0.0,1.0,0.0,3,17,3,12,0.57,,0.0,0.77,37,1.0,9,12,5,3.0,0.7,0.0,0,10,1.0,535,,,48,,6,3,5,5,16,0.56,1.0,18,3.0,11,16,27,1.0,5,3,1,10,15,8,110,31,43,33,17,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,leicester,tottenham,1–1,211,0.3,2.0,1.0,1.0,1.0,1,38,2,14,0.47,,,1.05,34,2.0,11,12,6,5.0,0.92,0.0,0,10,2.0,275,,,47,,6,3,3,1,22,0.68,2.0,16,5.0,7,22,11,1.0,8,9,8,7,7,9,35,22,41,47,9,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,tottenham,leicester,1–1,601,0.7,2.0,2.0,0.0,2.0,5,16,13,11,0.53,,,1.18,70,6.0,12,11,6,2.0,0.32,1.0,0,6,1.0,671,,,51,,12,3,7,3,23,0.57,0.0,18,2.0,15,23,62,1.0,9,8,8,20,13,11,193,34,47,41,13,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,brighton,man-utd,2–1,407,0.48,2.0,0.0,2.0,,3,10,4,5,0.53,,,2.09,52,4.0,9,13,5,2.0,-0.57,2.0,1,7,0.0,477,,0.0,52,,10,6,5,4,17,0.71,0.0,19,2.0,14,17,33,1.0,9,6,6,6,10,14,86,40,39,37,30,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,man-utd,brighton,2–1,446,0.52,2.0,2.0,0.0,,2,10,4,8,0.47,,,1.43,44,1.0,13,8,4,2.0,0.53,0.0,0,12,6.0,511,,1.0,62,,8,5,4,3,19,0.58,1.0,14,2.0,11,19,28,2.0,6,9,3,9,10,9,69,24,37,39,24,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,crystal-palace,west-ham,0–2,454,0.58,2.0,2.0,,,4,9,3,9,0.45,,,1.35,77,3.0,9,16,10,1.0,-1.09,0.0,2,9,3.0,552,,,51,,8,8,2,6,23,0.48,2.0,17,1.0,14,23,23,1.0,13,23,4,16,3,11,111,47,42,43,30,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12,west-ham,crystal-palace,0–2,302,0.42,1.0,1.0,,,5,25,3,14,0.55,,,1.39,57,0.0,17,9,13,2.0,0.26,1.0,0,15,2.0,393,,,57,,13,10,3,5,20,0.6,2.0,13,2.0,18,20,21,1.0,23,13,4,10,14,9,41,35,43,42,31,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13,fulham,leicester,2–1,459,0.54,3.0,1.0,2.0,1.0,5,7,7,12,0.46,,0.0,1.78,66,3.0,14,12,5,3.0,0.72,1.0,0,8,0.0,538,,1.0,50,,13,7,6,5,14,0.71,,21,3.0,18,14,31,2.0,17,13,7,14,4,9,135,43,29,42,25,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,leicester,fulham,2–1,381,0.46,1.0,0.0,1.0,1.0,2,30,5,7,0.54,,1.0,0.61,37,1.0,13,14,12,4.0,-0.12,2.0,0,7,5.0,454,,0.0,47,,6,4,4,4,21,0.67,,10,4.0,10,21,10,2.0,13,17,5,7,7,7,26,26,42,29,17,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,man-city,ipswich,4–1,700,0.75,5.0,2.0,3.0,,3,8,10,10,0.61,0.0,,3.34,72,5.0,4,15,1,0.0,-0.71,,2,6,3.0,755,,,34,,9,6,5,5,14,0.43,2.0,20,0.0,14,14,49,2.0,5,7,5,12,11,7,297,43,40,22,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14,ipswich,man-city,4–1,200,0.25,1.0,0.0,1.0,,0,40,1,8,0.39,2.0,,0.29,21,0.0,15,3,6,1.0,-0.53,,0,10,1.0,245,,,29,,0,0,1,1,17,0.47,1.0,10,1.0,1,17,6,3.0,7,5,1,5,2,6,22,13,22,40,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15,southampton,forest,0–1,596,0.65,0.0,0.0,0.0,1.0,3,17,4,12,0.43,,2.0,0.14,45,2.0,14,13,9,7.0,0.63,1.0,0,2,0.0,656,,,47,,2,1,1,3,18,0.67,0.0,13,7.0,5,18,21,3.0,4,11,2,12,7,12,112,33,38,45,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15,forest,southampton,0–1,294,0.35,6.0,5.0,1.0,0.0,7,23,10,7,0.57,,0.0,2.45,40,1.0,14,14,4,1.0,0.02,2.0,0,11,1.0,352,,,53,,14,8,8,9,24,0.63,1.0,11,1.0,23,24,33,3.0,11,4,5,14,7,11,90,26,45,38,25,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16,tottenham,everton,4–0,540,0.71,6.0,3.0,3.0,0.0,1,11,12,16,0.48,0.0,1.0,2.43,51,1.0,11,15,2,1.0,0.14,1.0,0,4,0.0,609,,0.0,53,,9,5,7,4,22,0.73,2.0,19,1.0,13,22,33,,11,14,6,14,7,13,133,36,44,45,19,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,everton,tottenham,4–0,188,0.29,0.0,0.0,0.0,1.0,6,15,5,6,0.52,1.0,0.0,1.0,44,1.0,15,11,6,3.0,-1.44,0.0,0,15,4.0,251,,1.0,48,,10,3,1,0,29,0.66,0.0,15,3.0,10,29,24,,14,11,7,8,5,16,42,34,45,44,25,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,aston-villa,arsenal,0–2,271,0.39,2.0,2.0,,1.0,5,16,4,10,0.6,,1.0,1.28,28,0.0,8,16,9,2.0,-1.1,1.0,1,4,3.0,329,,0.0,41,,7,3,3,4,22,0.45,1.0,11,2.0,11,22,17,1.0,10,7,3,7,11,7,57,21,48,31,16,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17,arsenal,aston-villa,0–2,469,0.61,2.0,2.0,,2.0,1,15,1,13,0.4,,1.0,0.87,48,1.0,16,8,6,3.0,1.05,0.0,0,8,1.0,514,,1.0,38,,5,4,4,4,17,0.53,1.0,12,3.0,9,17,35,3.0,7,10,1,12,6,9,124,27,31,48,18,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18,bournemouth,newcastle,1–1,245,0.39,2.0,1.0,1.0,2.0,5,34,8,9,0.44,0.0,,2.26,60,3.0,20,8,9,4.0,1.65,1.0,1,6,,321,,0.0,65,,11,7,4,5,21,0.76,0.0,18,4.0,16,21,27,2.0,13,10,4,15,2,12,88,40,31,46,27,38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,newcastle,bournemouth,1–1,393,0.61,4.0,3.0,1.0,1.0,5,17,9,14,0.56,1.0,,1.69,58,2.0,8,19,9,3.0,0.12,1.0,0,4,,495,,3.0,65,,12,4,5,2,21,0.57,1.0,25,3.0,14,21,32,2.0,10,13,8,18,6,7,91,39,46,31,24,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,wolves,chelsea,2–6,253,0.4,5.0,3.0,2.0,1.0,2,19,5,6,0.54,,0.0,1.96,34,4.0,13,13,4,2.0,-2.76,0.0,2,9,3.0,320,,,46,,8,6,4,4,19,0.53,1.0,19,2.0,12,19,25,2.0,8,5,1,12,8,8,45,27,40,36,17,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,chelsea,wolves,2–6,426,0.6,5.0,1.0,4.0,0.0,3,18,5,10,0.46,,2.0,1.68,41,5.0,13,13,11,2.0,-1.23,2.0,1,9,1.0,495,,,45,,10,3,8,4,14,0.79,1.0,13,2.0,14,14,21,3.0,5,8,1,10,9,9,86,27,36,40,23,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,liverpool,brentford,2–0,550,0.62,4.0,2.0,2.0,0.0,7,11,9,5,0.53,,,2.65,62,1.0,10,7,5,2.0,0.78,,2,7,1.0,602,,1.0,50,,17,4,8,2,17,0.59,,18,2.0,19,17,42,2.0,6,8,3,12,8,5,171,23,32,26,22,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20,brentford,liverpool,2–0,298,0.38,2.0,2.0,0.0,2.0,3,16,4,4,0.47,,,0.55,36,1.0,7,10,4,6.0,0.81,,0,5,2.0,364,,1.0,50,,4,3,2,4,10,0.6,,20,6.0,8,10,10,3.0,8,6,4,6,6,13,57,26,26,32,25,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21,arsenal,brighton,1–1,200,0.36,5.0,4.0,1.0,1.0,2,20,3,11,0.44,,1.0,2.14,37,1.0,12,7,10,3.0,-0.38,5.0,0,12,3.0,270,,1.0,47,1.0,10,2,7,1,17,0.65,2.0,13,3.0,11,17,31,5.0,14,19,2,5,8,7,42,34,32,39,21,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,brighton,arsenal,1–1,404,0.64,3.0,2.0,1.0,0.0,8,11,7,5,0.56,,0.0,1.76,48,5.0,7,12,5,6.0,1.36,0.0,0,5,1.0,471,,0.0,49,0.0,15,10,4,7,18,0.39,1.0,14,6.0,22,18,33,2.0,19,14,7,19,10,12,134,24,39,32,30,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,brentford,southampton,3–1,310,0.37,6.0,3.0,3.0,,6,19,2,10,0.53,0.0,,2.78,43,2.0,10,7,4,5.0,-0.3,,1,11,1.0,358,,,47,,15,7,7,5,17,0.76,1.0,22,5.0,20,17,42,2.0,9,3,2,11,6,5,102,25,30,32,23,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22,southampton,brentford,3–1,548,0.63,2.0,2.0,0.0,,5,17,8,12,0.47,3.0,,1.57,57,1.0,7,10,9,4.0,0.16,,1,9,2.0,621,,,47,,9,7,6,9,15,0.67,2.0,13,4.0,18,15,31,1.0,3,9,4,16,7,5,155,26,32,30,16,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23,everton,bournemouth,2–3,257,0.47,5.0,3.0,2.0,1.0,2,21,8,17,0.53,,,1.99,70,3.0,6,11,8,4.0,-0.45,,1,12,2.0,349,,1.0,61,,13,8,8,5,17,0.65,1.0,20,4.0,18,17,37,2.0,23,17,7,14,10,9,81,58,37,37,37,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23,bournemouth,everton,2–3,300,0.53,5.0,2.0,3.0,0.0,5,23,4,6,0.47,,,2.37,53,0.0,11,6,14,6.0,-0.41,,0,7,2.0,392,,0.0,57,,12,5,7,5,26,0.38,0.0,19,6.0,17,26,28,1.0,17,23,11,13,5,11,70,39,37,37,21,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24,ipswich,fulham,1–1,345,0.49,1.0,1.0,0.0,0.0,4,30,8,9,0.49,,,0.45,50,3.0,15,15,4,3.0,0.12,0.0,0,4,4.0,401,,1.0,45,,6,3,4,5,13,0.69,1.0,7,3.0,11,13,13,2.0,11,12,5,11,10,2,79,27,38,40,19,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24,fulham,ipswich,1–1,359,0.51,2.0,1.0,1.0,2.0,3,11,6,7,0.51,,,0.95,40,1.0,15,15,7,3.0,-0.59,1.0,0,6,0.0,418,,0.0,35,,9,2,4,0,11,0.64,0.0,23,3.0,9,11,19,3.0,12,11,5,21,14,6,74,22,40,38,21,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25,leicester,aston-villa,1–2,457,0.58,1.0,0.0,1.0,2.0,1,18,1,10,0.52,,0.0,0.45,60,4.0,13,21,4,3.0,0.34,0.0,0,11,3.0,513,,1.0,50,,3,5,3,6,22,0.5,0.0,6,3.0,9,22,16,4.0,9,10,4,14,6,7,76,28,49,43,18,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,aston-villa,leicester,1–2,318,0.42,4.0,2.0,2.0,0.0,2,25,4,15,0.48,,1.0,1.55,33,1.0,21,13,10,2.0,-0.6,2.0,0,7,1.0,383,,0.0,45,,8,3,5,2,17,0.59,2.0,15,2.0,10,17,22,5.0,10,9,3,7,13,7,52,30,43,49,22,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,forest,wolves,1–1,293,0.52,1.0,1.0,,0.0,6,13,7,15,0.48,,,1.04,50,3.0,15,17,7,1.0,-0.42,0.0,0,10,4.0,367,,1.0,45,,13,5,5,3,17,0.71,0.0,17,1.0,16,17,37,3.0,14,16,5,18,8,8,84,26,42,44,26,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26,wolves,forest,1–1,279,0.48,2.0,2.0,,2.0,2,25,3,11,0.52,,,0.74,48,6.0,18,13,7,4.0,0.73,1.0,0,10,0.0,359,,0.0,47,,4,6,3,7,23,0.61,2.0,17,4.0,11,23,13,4.0,16,14,1,6,8,6,61,32,44,42,22,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27,west-ham,man-city,1–3,284,0.32,1.0,1.0,0.0,1.0,3,20,3,10,0.42,1.0,0.0,0.73,42,1.0,10,2,8,5.0,-0.12,1.0,2,6,0.0,340,,1.0,37,,7,5,2,3,11,0.55,0.0,19,5.0,10,11,24,3.0,9,7,4,10,10,5,70,26,23,37,19,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27,man-city,west-ham,1–3,670,0.68,5.0,3.0,2.0,1.0,5,18,11,8,0.58,0.0,1.0,3.0,73,1.0,3,10,6,2.0,-0.81,0.0,1,7,1.0,726,,1.0,46,,19,10,8,4,15,0.8,3.0,11,2.0,23,15,58,2.0,7,9,8,14,12,3,225,33,37,23,34,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
28,chelsea,crystal-palace,1–1,532,0.63,5.0,4.0,1.0,0.0,1,17,4,6,0.53,,,2.37,76,3.0,9,13,2,2.0,0.08,1.0,1,8,0.0,590,,0.0,51,,8,5,7,5,13,0.54,1.0,14,2.0,13,13,20,4.0,10,7,3,16,11,13,116,41,37,34,26,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,crystal-palace,chelsea,1–1,276,0.37,0.0,0.0,0.0,1.0,5,28,4,6,0.47,,,0.54,41,2.0,13,9,11,6.0,1.76,1.0,0,6,1.0,350,,1.0,43,,4,1,3,5,19,0.58,0.0,17,6.0,9,19,22,2.0,7,10,3,6,6,7,47,32,34,37,19,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,newcastle,tottenham,2–1,183,0.34,2.0,0.0,2.0,4.0,3,31,7,12,0.44,,1.0,1.83,37,2.0,16,13,9,6.0,0.57,1.0,1,14,2.0,261,,0.0,45,,6,3,3,3,17,0.47,1.0,16,6.0,9,17,14,4.0,11,14,5,7,8,10,41,27,36,47,12,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29,tottenham,newcastle,2–1,421,0.66,2.0,2.0,0.0,1.0,8,14,12,4,0.56,,0.0,1.26,61,6.0,13,16,3,1.0,0.14,1.0,1,7,4.0,500,,2.0,53,,9,6,6,11,22,0.73,0.0,20,1.0,20,22,50,4.0,14,11,4,23,10,13,185,50,47,36,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30,man-utd,liverpool,0–3,421,0.53,3.0,3.0,0.0,0.0,0,10,5,11,0.51,3.0,1.0,1.36,44,1.0,7,7,8,0.0,-0.56,0.0,0,7,0.0,507,,0.0,55,,5,5,3,3,32,0.63,,26,0.0,8,32,31,4.0,5,13,6,13,8,13,77,29,47,36,15,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,liverpool,man-utd,0–3,391,0.47,6.0,3.0,3.0,1.0,1,28,2,18,0.49,0.0,0.0,1.79,40,0.0,7,7,5,3.0,0.64,1.0,0,10,2.0,464,,1.0,58,,10,7,3,1,24,0.71,,22,3.0,11,24,30,1.0,13,5,3,3,5,14,80,35,36,47,13,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,southampton,man-utd,0–3,421,0.44,3.0,3.0,0.0,1.0,1,16,0,9,0.43,,,1.12,37,2.0,11,12,5,7.0,1.04,1.0,0,11,,480,0.0,,40,1.0,6,1,4,0,21,0.67,0.0,11,7.0,6,21,18,1.0,4,7,1,6,4,13,69,20,37,47,13,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31,man-utd,southampton,0–3,556,0.56,5.0,3.0,2.0,0.0,7,11,7,14,0.57,,,2.67,53,0.0,14,11,3,3.0,1.01,0.0,0,12,,611,1.0,,49,0.0,11,3,10,9,22,0.59,4.0,17,3.0,20,22,38,4.0,7,4,2,7,14,7,117,27,47,37,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32,brighton,ipswich,0–0,490,0.69,3.0,3.0,,,10,6,9,10,0.49,,0.0,1.66,70,5.0,14,16,5,1.0,0.07,1.0,0,9,1.0,570,,0.0,54,,10,5,6,11,19,0.58,0.0,14,1.0,21,19,39,4.0,17,19,5,24,10,15,115,44,45,46,28,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
32,ipswich,brighton,0–0,184,0.31,1.0,1.0,,,1,34,2,8,0.51,,1.0,0.35,34,0.0,16,14,8,6.0,2.45,3.0,1,11,3.0,261,,3.0,55,,3,4,1,3,25,0.56,2.0,15,6.0,6,25,8,3.0,19,17,2,4,8,11,23,24,46,45,15,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33,crystal-palace,leicester,2–2,503,0.67,4.0,2.0,2.0,,10,12,5,14,0.55,1.0,1.0,2.55,67,3.0,11,14,5,2.0,0.21,0.0,0,8,3.0,595,,0.0,54,,16,6,4,4,24,0.63,0.0,17,2.0,20,24,41,0.0,21,12,5,22,4,5,138,35,42,40,39,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,leicester,crystal-palace,2–2,203,0.33,3.0,1.0,2.0,,1,20,2,18,0.45,0.0,0.0,1.23,45,1.0,15,10,6,2.0,-0.17,1.0,0,8,0.0,293,,1.0,49,,7,4,4,2,19,0.42,2.0,24,2.0,9,19,16,3.0,12,21,2,6,11,6,36,42,40,42,17,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
